기준연월,시군구명,전체이용건수,전체이용금액
202012,서산시,345294,14313729620
202012,서천군,51956,2976854809
202012,아산시,1176933,39710278893
202012,예산군,127168,6584243570
202012,천안시 동남구,772357,26089180967
202012,천안시 서북구,1290567,41820135182
202012,청양군,34750,2039117868
202012,태안군,75298,3605429767
202012,홍성군,205813,9904576082
202101,계룡시,47821,1427007228
202101,공주시,126713,5114892409
202101,금산군,51292,2000992882
202101,논산시,193084,8143447992
202101,당진시,353799,13992281818
202101,보령시,179652,6867013276
202101,부여군,53942,2886334013
202101,서산시,327311,12805818162
202101,서천군,42474,1782786486
202101,아산시,1111163,37063605274
202101,예산군,113332,4840967936
202101,천안시 동남구,734410,25120614438
202101,천안시 서북구,1236003,40311753231
202101,청양군,30536,1529483954
202101,태안군,66566,2786273165
202101,홍성군,185939,7857383980
202102,계룡시,45130,1415498554
202102,공주시,120171,5169804346
202102,금산군,49816,2048203488
202102,논산시,181259,7510433402
202102,당진시,339952,14292240754
202102,보령시,171443,7195691961
202102,부여군,53052,2922936700
202102,서산시,315502,13185574587
202102,서천군,40906,1935304279
202102,아산시,1048680,36449024793
202102,예산군,111333,5117805486
202102,천안시 동남구,694291,24700219451
202102,천안시 서북구,1165074,39712990935
202102,청양군,29454,1572353038
202102,태안군,66461,3099018373
202102,홍성군,181024,8115810452
202103,계룡시,52034,1491269204
202103,공주시,143047,5765516080
202103,금산군,60226,2366031464
202103,논산시,211377,7989733112
202103,당진시,410929,16207522648
202103,보령시,203280,8054579475
202103,부여군,65349,3244040129
202103,서산시,375042,14755304878
202103,서천군,50241,2364840525
202103,아산시,1230852,40141190815
202103,예산군,134006,5844560636
202103,천안시 동남구,820565,27410795678
202103,천안시 서북구,1374408,43933870607
202103,청양군,36637,1767191333
202103,태안군,79429,3508537711
202103,홍성군,214814,8865994037
202104,계룡시,53651,1563841351
202104,공주시,144609,5845307882
202104,금산군,62040,2406579398
202104,논산시,212665,7755460026
202104,당진시,403941,15850624006
202104,보령시,207927,8025541781
202104,부여군,66258,3203106369
202104,서산시,376940,14598001645
202104,서천군,50117,2353287629
202104,아산시,1235227,39533803467
202104,예산군,133874,5693210304
202104,천안시 동남구,821864,27252532001
202104,천안시 서북구,1372510,42822348013
202104,청양군,37441,1874360472
202104,태안군,80459,3582942950
202104,홍성군,215314,8800589068
202105,계룡시,53863,1523236192
202105,공주시,145411,5901612805
202105,금산군,62218,2391240902
202105,논산시,217311,7881050129
202105,당진시,418525,16410122353
202105,보령시,210728,8356145495
202105,부여군,67925,3292388626
202105,서산시,385619,15098806866
202105,서천군,50122,2433857723
202105,아산시,1243187,40261773678
202105,예산군,136252,5905495875
202105,천안시 동남구,830127,27338414554
202105,천안시 서북구,1375012,43317882655
202105,청양군,37961,1848190303
202105,태안군,83832,3708188890
202105,홍성군,215473,8878572963
202106,계룡시,52807,1486569351
202106,공주시,141463,5740720691
202106,금산군,59901,2416437610
202106,논산시,207956,7499275657
202106,당진시,409738,15581888596
202106,보령시,207101,7877732547
202106,부여군,67297,3231530090
202106,서산시,373507,14211707843
202106,서천군,50078,2438258454
202106,아산시,1227583,39064728747
202106,예산군,133507,5966988471
202106,천안시 동남구,817425,26491140550
202106,천안시 서북구,1357259,42042937681
202106,청양군,37873,1854613061
202106,태안군,85839,3679172909
202106,홍성군,213928,8776730914
202107,계룡시,53647,1559394472
202107,공주시,142942,5778134719
202107,금산군,62278,2457673688
202107,논산시,215661,7746763613
202107,당진시,417780,15964279717
202107,보령시,210150,8021466706
202107,부여군,62085,3064748117
202107,서산시,384390,15072910288
202107,서천군,51747,2356930617
202107,아산시,1247060,40251905469
202107,예산군,138235,5952834373
202107,천안시 동남구,828029,27020229696
202107,천안시 서북구,1383942,42842968655
202107,청양군,38096,1851811147
202107,태안군,85641,3689951085
202107,홍성군,217054,8948779088
202108,계룡시,51041,1480708211
202108,공주시,137287,5409543566
202108,금산군,56688,2199527827
202108,논산시,203045,7233281864
202108,당진시,388508,14884099414
202108,보령시,198471,7362610087
202108,부여군,55677,2629924688
202108,서산시,364488,13878301837
202108,서천군,48694,2168880458
202108,아산시,1164392,37683693661
202108,예산군,130155,5325484119
202108,천안시 동남구,783752,25831141861
202108,천안시 서북구,1310092,40967507064
202108,청양군,36941,1834653561
202108,태안군,78784,3324528076
202108,홍성군,206677,8428239390
202109,계룡시,49077,1532004708
202109,공주시,136263,5784889667
202109,금산군,54456,2406644135
202109,논산시,197989,7648997275
202109,당진시,384077,15958301451
202109,보령시,195586,8113377321
202109,부여군,57185,2879031706
202109,서산시,360248,15080074726
202109,서천군,46371,2395942829
202109,아산시,1142241,39785526263
202109,예산군,124547,5534533160
202109,천안시 동남구,777943,27271006540
202109,천안시 서북구,1290355,43477651141
202109,청양군,34467,1781580802
202109,태안군,79030,3762005166
202109,홍성군,203883,9042877625
202110,계룡시,47519,1494279922
202110,공주시,133109,6387976486
202110,금산군,52865,2514755955
202110,논산시,190357,8006820918
202110,당진시,368546,15559066686
202110,보령시,189511,8134634479
202110,부여군,58693,3574516184
202110,서산시,348704,14733925851
202110,서천군,49313,2954287062
202110,아산시,1085480,36990598107
202110,예산군,123843,6133810379
202110,천안시 동남구,750775,25750207247
202110,천안시 서북구,1245074,40236667012
202110,청양군,34137,2238699223
202110,태안군,75649,3930147758
202110,홍성군,197461,9257346559
202111,계룡시,44336,1455073345
202111,공주시,126121,6537965277
202111,금산군,51031,2815925474
202111,논산시,182847,8447989684
202111,당진시,343006,16171231081
202111,보령시,177189,8125903525
202111,부여군,58221,4245855843
202111,서산시,325607,15158127694
202111,서천군,49677,3870983854
202111,아산시,1015744,36875858970
202111,예산군,117771,7131487610
202111,천안시 동남구,688832,25180233413
202111,천안시 서북구,1127257,39241301943
202111,청양군,33122,2511149293
202111,태안군,71898,4113945705
202111,홍성군,187069,10146169079
202112,계룡시,44068,1561966514
202112,공주시,123106,6780557105
202112,금산군,50842,3083343136
202112,논산시,177625,9252729040
202112,당진시,338799,16271603933
202112,보령시,170108,7850226256
202112,부여군,56957,4265728545
202112,서산시,314945,14573272514
202112,서천군,48014,3326540711
202112,아산시,1001032,37270411007
202112,예산군,114062,6731592160
202112,천안시 동남구,665463,25257472739
202112,천안시 서북구,1091635,39377930231
202112,청양군,31048,2258227168
202112,태안군,68378,3724055402
202112,홍성군,178531,10241279250
202201,계룡시,41178,1397539298
202201,공주시,110355,5339140875
202201,금산군,45680,2145445547
202201,논산시,165604,8687690728
202201,당진시,313665,14128616277
202201,보령시,161647,7272303866
202201,부여군,49022,3146436724
202201,서산시,296879,13565897450
202201,서천군,41294,2168078544
202201,아산시,943045,37190985834
202201,예산군,107202,5340442098
202201,천안시 동남구,633817,24966618171
202201,천안시 서북구,1050762,39651058103
202201,청양군,27877,1613009609
202201,태안군,61786,3073236394
202201,홍성군,168663,8549570200
202202,계룡시,35163,1206165036
202202,공주시,96202,4728065984
202202,금산군,40297,1888601664
202202,논산시,143999,7403962873
202202,당진시,273897,12253928229
202202,보령시,142946,6270786910
202202,부여군,43723,2886802504
202202,서산시,256535,11295170287
202202,서천군,34533,1980799270
202202,아산시,828463,30179053301
202202,예산군,94659,4732601365
202202,천안시 동남구,553145,20469527747
202202,천안시 서북구,922007,32426011623
202202,청양군,24643,1571549808
202202,태안군,54406,2747075308
202202,홍성군,147920,7246015065
202203,계룡시,47362,1418551388
202203,공주시,129163,6062048640
202203,금산군,57786,2547761343
202203,논산시,187560,8422916666
202203,당진시,373500,16144711882
202203,보령시,191449,7881997709
202203,부여군,57687,3416899447
202203,서산시,349849,14721987238
202203,서천군,45904,2708712467
202203,아산시,1151102,39288353179
202203,예산군,128600,6280607944
202203,천안시 동남구,765304,26344981459
202203,천안시 서북구,1268055,41416375465
202203,청양군,33940,1825837446
202203,태안군,74126,3710942740
202203,홍성군,200692,9078814844
202204,계룡시,48288,1479877168
202204,공주시,129730,6260865547
202204,금산군,58142,2609135749
202204,논산시,190436,7981230421
202204,당진시,383374,16508338978
202204,보령시,193652,7901935978
202204,부여군,58988,3431723271
202204,서산시,356858,15319660807
202204,서천군,48424,2655063671
202204,아산시,1155214,39725449793
202204,예산군,132408,6312006817
202204,천안시 동남구,771391,26917316253
202204,천안시 서북구,1072919,35511735254
202204,청양군,36026,2091574063
202204,태안군,75088,3855852907
202204,홍성군,200605,9201193619
202205,계룡시,51081,1621943573
202205,공주시,137323,6793546984
202205,금산군,58597,2825152555
202205,논산시,207366,9120057206
202205,당진시,414924,18601228916
202205,보령시,212842,9353703987
202205,부여군,65067,4066225345
202205,서산시,386932,16965398961
202205,서천군,53597,3217243526
202205,아산시,1239972,43424929830
202205,예산군,139721,7170756249
202205,천안시 동남구,831118,29278833516
202205,천안시 서북구,1342359,44960697587
202205,청양군,39061,2320948496
202205,태안군,81596,4503385932
202205,홍성군,218183,10671709831
202206,계룡시,48921,1504204255
202206,공주시,131409,6398595087
202206,금산군,57980,2714535573
202206,논산시,199380,8320165177
202206,당진시,399963,17560531464
202206,보령시,203833,8494417906
202206,부여군,61995,3681994292
202206,서산시,369951,16083864828
202206,서천군,51311,3097170073
202206,아산시,1194976,41503791437
202206,예산군,134824,6901544010
202206,천안시 동남구,797330,28462048259
202206,천안시 서북구,1289209,43562321485
202206,청양군,36370,2007179044
202206,태안군,77729,4093308170
202206,홍성군,209837,9783640626
202207,계룡시,50577,1579401366
202207,공주시,134698,6352853378
202207,금산군,59711,2680463718
202207,논산시,202914,8277985547
202207,당진시,413375,17319480113
202207,보령시,211278,8531438321
202207,부여군,64126,3501142741
202207,서산시,390065,16391187142
202207,서천군,55928,2938910530
202207,아산시,1244753,43055094957
202207,예산군,139124,6532835453
202207,천안시 동남구,825158,28890679548
202207,천안시 서북구,1332175,43983725594
202207,청양군,37871,2142725322
202207,태안군,82568,4020689676
202207,홍성군,215799,9910824387
201901,계룡시,52835,1608962707
201901,공주시,161138,6820958298
201901,금산군,54561,2365397628
201901,논산시,209979,9132759474
201901,당진시,406899,15952303417
201901,보령시,203334,8364176464
201901,부여군,70460,3651585018
201901,서산시,376202,15259805379
201901,서천군,54706,2589982048
201901,아산시,1200510,41868976876
201901,예산군,126244,5744481107
201901,천안시 동남구,864508,29932246058
201901,천안시 서북구,1449275,47807003606
201901,청양군,35134,1784912789
201901,태안군,74400,3312459383
201901,홍성군,202627,8584995597
201902,계룡시,46766,1416164183
201902,공주시,144299,6148462135
201902,금산군,48467,2088039945
201902,논산시,190673,7733424455
201902,당진시,359963,13966794279
201902,보령시,184408,7426175857
201902,부여군,64557,3402425030
201902,서산시,334811,13612605639
201902,서천군,49855,2427413015
201902,아산시,1073563,36160461348
201902,예산군,115954,5158889945
201902,천안시 동남구,769530,25713634185
201902,천안시 서북구,1294145,41477328161
201902,청양군,32592,1767122263
201902,태안군,65701,2997106007
201902,홍성군,183257,7948417401
201903,계룡시,56084,1588031270
201903,공주시,173565,6888021410
201903,금산군,61187,2420151360
201903,논산시,226180,8490066483
201903,당진시,439034,16668026895
201903,보령시,216740,8437975660
201903,부여군,77291,3710911442
201903,서산시,401113,15475731461
201903,서천군,60998,2922266983
201903,아산시,1306888,41797246385
201903,예산군,141127,6218646286
201903,천안시 동남구,944656,29574713632
201903,천안시 서북구,1560715,47397826840
201903,청양군,39420,1947671764
201903,태안군,82172,3724886452
201903,홍성군,226061,9290398165
201904,계룡시,55700,1608177361
201904,공주시,173986,7011759587
201904,금산군,63392,2571074583
201904,논산시,226097,8384891295
201904,당진시,434687,16455569884
201904,보령시,214960,8497107439
201904,부여군,79382,3836016058
201904,서산시,400419,15779675907
201904,서천군,59340,2854731931
201904,아산시,1299941,41055096087
201904,예산군,143412,6377575008
201904,천안시 동남구,943983,29009620286
201904,천안시 서북구,1553736,46463464705
201904,청양군,39347,1984831537
201904,태안군,84925,3895259173
201904,홍성군,225905,9168265703
201905,계룡시,58895,1719876699
201905,공주시,186289,7391449823
201905,금산군,68637,2778520672
201905,논산시,242508,9012322732
201905,당진시,467240,17598655506
201905,보령시,235278,9324772656
201905,부여군,86516,4088136907
201905,서산시,430867,16841064798
201905,서천군,64153,3168207280
201905,아산시,1397682,44219857365
201905,예산군,154787,6832448172
201905,천안시 동남구,1007432,30796137919
201905,천안시 서북구,1656129,49105891498
201905,청양군,44702,2222013611
201905,태안군,93399,4414080261
201905,홍성군,244965,9998579296
201906,계룡시,56498,1594771198
201906,공주시,176562,6690024605
201906,금산군,65000,2452999023
201906,논산시,232546,8054432433
201906,당진시,443114,16119795345
201906,보령시,224291,8407505365
201906,부여군,82119,3687594120
201906,서산시,417529,15413574724
201906,서천군,60629,2908182100
201906,아산시,1347846,41458875818
201906,예산군,146193,6158219056
201906,천안시 동남구,963857,28851024800
201906,천안시 서북구,1588352,45816313122
201906,청양군,41760,1933197156
201906,태안군,86615,4093916782
201906,홍성군,235017,9018204896
201907,계룡시,57559,1585121198
201907,공주시,177472,6780676758
201907,금산군,67159,2508438796
201907,논산시,232318,8014902981
201907,당진시,448686,15982538525
201907,보령시,230971,8555543111
201907,부여군,84059,3677532860
201907,서산시,422576,15637638421
201907,서천군,61194,2703504619
201907,아산시,1364894,41920992756
201907,예산군,148756,6107900317
201907,천안시 동남구,966033,29262696994
201907,천안시 서북구,1616310,47083562413
201907,청양군,41647,1886561456
201907,태안군,87540,3830641238
201907,홍성군,234380,9054511441
201908,계룡시,58108,1611915633
201908,공주시,179545,6704292776
201908,금산군,67936,2544551156
201908,논산시,238535,8084089848
201908,당진시,454677,16200498734
201908,보령시,236550,8779547322
201908,부여군,83787,3593047644
201908,서산시,431764,15916026378
201908,서천군,62231,2630424019
201908,아산시,1383691,43033314229
201908,예산군,149918,6098047157
201908,천안시 동남구,978768,29987324659
201908,천안시 서북구,1626326,47773080137
201908,청양군,42883,2024540838
201908,태안군,88780,3749705299
201908,홍성군,240088,9054471466
201909,계룡시,53050,1595669542
201909,공주시,167652,6660224186
201909,금산군,61675,2529236880
201909,논산시,220552,8028714794
201909,당진시,421466,16144577935
201909,보령시,215007,8427594205
201909,부여군,75933,3648321299
201909,서산시,395073,15632253163
201909,서천군,56556,2889204390
201909,아산시,1298222,42135983708
201909,예산군,137677,6033411740
201909,천안시 동남구,934354,28877584262
201909,천안시 서북구,1529098,46154050739
201909,청양군,39174,1965899807
201909,태안군,81792,3814892260
201909,홍성군,222177,9033714507
201910,계룡시,55015,1611751827
201910,공주시,175187,7210710675
201910,금산군,66137,2924590605
201910,논산시,228333,8574624825
201910,당진시,447361,16909622109
201910,보령시,223397,9039863602
201910,부여군,79747,4103061000
201910,서산시,415559,16460417340
201910,서천군,59974,3124377596
201910,아산시,1353255,43034850162
201910,예산군,144544,6391178168
201910,천안시 동남구,979562,29754562710
201910,천안시 서북구,1610617,47483686476
201910,청양군,41219,2153230723
201910,태안군,87274,4242047011
201910,홍성군,235333,9732689325
201911,계룡시,52483,1587532588
201911,공주시,169228,7557036529
201911,금산군,64093,3054884951
201911,논산시,221359,9196544881
201911,당진시,428839,17224734829
201911,보령시,215850,9123898514
201911,부여군,79720,4521144151
201911,서산시,396692,16197128888
201911,서천군,58960,3574585983
201911,아산시,1298582,42769240971
201911,예산군,142648,7549183821
201911,천안시 동남구,928771,29527786841
201911,천안시 서북구,1528771,46848034599
201911,청양군,41414,2459886912
201911,태안군,93066,4549061659
201911,홍성군,223943,10204420936
201912,계룡시,53148,1717063756
201912,공주시,166925,7773029653
201912,금산군,62640,3243320930
201912,논산시,223601,9580559758
201912,당진시,432057,17883100154
201912,보령시,215711,9191817403
201912,부여군,81360,4673517432
201912,서산시,400437,16688757985
201912,서천군,57977,3577575760
201912,아산시,1310248,44704238625
201912,예산군,141790,7470659512
201912,천안시 동남구,931075,30922715299
201912,천안시 서북구,1538161,49230963348
201912,청양군,40418,2405094156
201912,태안군,90191,4331916710
201912,홍성군,222812,10630502866
202001,계룡시,50137,1515753781
202001,공주시,153377,6361354067
202001,금산군,55843,2346652150
202001,논산시,207984,8590261201
202001,당진시,406500,15889958457
202001,보령시,205651,8447641954
202001,부여군,69358,3435649150
202001,서산시,374639,15189349675
202001,서천군,51472,2368501561
202001,아산시,1232928,42534262458
202001,예산군,130415,5829425543
202001,천안시 동남구,868013,29079458566
202001,천안시 서북구,1464602,47277002984
202001,청양군,35097,1828139458
202001,태안군,78019,3399325550
202001,홍성군,205202,8671820034
202002,계룡시,47180,1407047652
202002,공주시,141497,5849136751
202002,금산군,53479,2169298298
202002,논산시,195971,7582468309
202002,당진시,379008,14310119946
202002,보령시,189331,7323893962
202002,부여군,63478,3135418722
202002,서산시,346646,13489987736
202002,서천군,48449,2263985883
202002,아산시,1132577,36370039657
202002,예산군,123097,5207200230
202002,천안시 동남구,787072,24953297786
202002,천안시 서북구,1334753,40673364940
202002,청양군,32822,1686401855
202002,태안군,72618,3002589067
202002,홍성군,190648,8094492071
202003,계룡시,53354,1467446869
202003,공주시,155965,6000646552
202003,금산군,64600,2407740657
202003,논산시,213041,7613343312
202003,당진시,404244,14778326494
202003,보령시,207069,7758120593
202003,부여군,67889,3134471620
202003,서산시,360828,13472488726
202003,서천군,54775,2431363795
202003,아산시,1164693,36075312725
202003,예산군,133952,5531994948
202003,천안시 동남구,795518,24009719421
202003,천안시 서북구,1334881,38689900137
202003,청양군,37136,1695380863
202003,태안군,77625,3340962091
202003,홍성군,204130,8030056953
202004,계룡시,56950,1584758853
202004,공주시,166286,6166903602
202004,금산군,61919,2261177116
202004,논산시,226335,7758486369
202004,당진시,441855,15850854202
202004,보령시,219698,8257723828
202004,부여군,70444,3047253480
202004,서산시,403352,14807697682
202004,서천군,53370,2277415249
202004,아산시,1217471,37839609760
202004,예산군,134185,5588015797
202004,천안시 동남구,869103,26395654986
202004,천안시 서북구,1465550,43298578797
202004,청양군,37087,1663169262
202004,태안군,85640,3557385150
202004,홍성군,225180,8673645748
202005,계룡시,58309,1633391358
202005,공주시,173337,6376676188
202005,금산군,64841,2401287875
202005,논산시,239368,8258658486
202005,당진시,465808,16816542829
202005,보령시,240072,9031844849
202005,부여군,74114,3081418996
202005,서산시,430519,15521532227
202005,서천군,56657,2512484053
202005,아산시,1333787,41633638097
202005,예산군,146691,5986731793
202005,천안시 동남구,947003,29376474321
202005,천안시 서북구,1599080,48254286031
202005,청양군,40948,1871041274
202005,태안군,90888,3899911187
202005,홍성군,243565,9323112732
202006,계룡시,53798,1479102245
202006,공주시,162315,6163979882
202006,금산군,59135,2281882183
202006,논산시,221203,7421414116
202006,당진시,445500,15631158973
202006,보령시,223772,8203422488
202006,부여군,67391,2938066589
202006,서산시,401149,14426077238
202006,서천군,57197,2548076732
202006,아산시,1293204,38910270761
202006,예산군,137612,5610248640
202006,천안시 동남구,901361,27341806240
202006,천안시 서북구,1505077,44179531656
202006,청양군,39738,1685230067
202006,태안군,83854,3514444561
202006,홍성군,229934,8869441478
202007,계룡시,55721,1531574028
202007,공주시,160564,5912952111
202007,금산군,60891,2193634383
202007,논산시,227068,7470249862
202007,당진시,443249,15289952090
202007,보령시,230554,8166846274
202007,부여군,67426,2899814700
202007,서산시,410390,14764439090
202007,서천군,58435,2387420588
202007,아산시,1329387,39824849468
202007,예산군,142332,5600430481
202007,천안시 동남구,904022,27361347381
202007,천안시 서북구,1518166,44163189188
202007,청양군,39419,1699149772
202007,태안군,88858,3650165651
202007,홍성군,230455,8715196224
202008,계룡시,55309,1508214457
202008,공주시,157474,5711936349
202008,금산군,63627,2252646558
202008,논산시,226532,7510875583
202008,당진시,430425,14904380978
202008,보령시,223162,7877056407
202008,부여군,68266,2871618319
202008,서산시,397508,14013587149
202008,서천군,57624,2272403703
202008,아산시,1300812,39088350820
202008,예산군,140368,5335682850
202008,천안시 동남구,864813,26338585859
202008,천안시 서북구,1449554,42256345805
202008,청양군,39421,1698745978
202008,태안군,82355,3286449682
202008,홍성군,223199,8400201395
202009,계룡시,54759,1616352709
202009,공주시,156359,6029829983
202009,금산군,62269,2418888630
202009,논산시,224315,8061665688
202009,당진시,427641,16171337010
202009,보령시,208584,7998754706
202009,부여군,69194,3209089265
202009,서산시,395687,15491645346
202009,서천군,57134,2529297936
202009,아산시,1269597,42229186739
